"","beta","q10_rh","npp_flux0","alpha","diff","S"
"113",0.434082955561964,1.74832575795551,56.7681834396301,1.12291712205759,2.28627222448991,1.99172128886175
"295",0.495207039344086,1.14229268949296,45.3491309063593,1.17319171943952,2.37723341194095,2.76276567846143
"1840",0.567602712350368,2.92488367057118,47.9359555480103,1.03096942698925,2.41661604209727,4.60163355669881
"1608",0.420589912980254,1.70211473767061,47.1273903218351,1.11874061072154,2.33055338298784,2.2350377281238
"583",0.569873433601841,1.29060067836821,44.9787499557514,1.3004461360553,2.36350978877517,3.05781716618844
"185",0.634587377623667,0.931978808181438,90.4759551452764,1.1571142336037,2.65894198322995,3.6161273592597
"2635",0.575835119489103,0.759565468055636,35.4573453324653,1.07941242297273,2.12968178309563,2.27825029773605
"536",0.337383329917392,2.07847831863977,67.413710052614,0.756677123481226,2.22582561427808,3.65020416617127
"381",0.497427288017657,0.914544238023254,92.4621323899649,0.840639651151612,2.17206549665025,3.45504925570123
"112",0.400599753451545,2.22465300550011,63.1317113617679,0.820485551998557,2.4042978721806,2.17219162494128
"2621",0.578383368272591,1.0332220384054,85.3433674194243,0.611932640872348,2.4635479709478,2.29380540159446
"401",0.544157287213222,1.52284887048008,45.347659792387,1.16973315288534,2.43628615350386,3.29700286415015
"1154",0.41617029087184,2.33260901961884,55.1534816545072,0.861326815224871,2.39661576536493,2.74063445236105
"612",0.567313450451916,1.91710678613909,66.5582600687572,0.640683177381273,2.28779033854598,3.11640866224931
"807",0.582690725959776,1.46538285806214,41.2537046295487,1.10809147809326,2.43344593839224,2.95028742978508
"2302",0.661105640447589,1.10668755395233,51.8323672923596,0.989192629261704,2.52527675630501,3.20757352646992
"440",0.546156007091807,2.61076995138756,63.1901656240885,1.0368622742395,2.35856082141493,3.24650091576714
"383",0.418353619934731,1.56778571726031,53.2760507911723,0.990899457786088,2.3070628995033,4.25661253611564
"923",0.652664817466431,2.21461124754099,67.620873434802,0.888136133389324,2.44670510564803,3.41124392623454
"1380",0.32574042311053,1.24340490720456,52.3092552422409,0.829820230170721,2.3850400804892,2.53080415549232
"1390",0.520874363991022,0.482967406331144,78.1466644066197,1.04411547334591,2.63126066127915,2.54642638729137
"1600",0.384861305516603,4.38680397341059,54.2444569099456,1.01212026002058,2.37527950582801,2.70146187617563
"281",0.632914071931376,2.34244401110253,69.3445703862908,0.945182719580257,2.33585396166752,4.09099856605227
"829",0.636523260036693,1.37309395111529,48.1841680245781,1.02828490206963,2.40618122037945,3.59149603816771
"864",0.53037972037286,1.02494420051772,48.7310911470829,1.10466631579578,2.21374395831347,1.97830097570167
"1990",0.382309018697927,1.4120593969292,48.2961825262755,1.29081195492443,2.50711819537414,2.93908215030522
"2443",0.645080723331547,1.12541506352926,57.0789058955201,0.783655051851936,2.26143715648445,2.34879287076823
"1693",0.44569479905458,1.33141813756624,45.7079450772822,0.8777113956578,2.41702104660325,3.22719666496237
"2250",0.40266560569566,1.44635497895944,72.0919904534492,0.766734082729574,2.3138829958771,1.9066662776254
"2194",0.441258764068167,1.41121940183716,56.1663503622242,0.673208931612503,2.25562604671955,3.05670372327102
"1072",0.539363148547904,1.16830529989656,56.5793798944414,0.947122239158521,2.41990071998708,3.17495656091125
"19",0.45155409916205,1.65767933284962,57.6966884283244,1.30203458054765,2.32498537053956,2.68962446027915
"956",0.637987263816564,0.710010329499787,30.0928068197357,0.724592089025844,2.14153484676846,4.55044180775059
"1970",0.412823640056229,4.26327277496281,49.2280656067791,1.10898415466325,2.59522045103948,4.90727282434286
"2279",0.377460250907833,2.34768788097973,76.1036136093389,0.675858158719415,2.34772109771041,2.43790463945295
"2191",0.62766731506229,1.08913294231428,52.6164238479852,0.93294864525412,2.49930678603459,3.15169846421544
"781",0.486838723942137,1.58014586938963,46.3511311586174,1.03389976697345,2.28171966979595,2.99089195155533
"690",0.593933999564431,2.95440326797849,61.585277967617,1.16765128332168,2.28833188566781,2.06620771140589
"2254",0.585823576860706,0.795733861255234,40.5427307238423,0.862663358619589,2.45178607657204,2.64982876360624
"872",0.519151084110243,3.53475292705588,49.1766189106433,0.610972720075859,2.49298536954713,3.46063236347142
"2312",0.4391854308937,1.86903706548986,63.7468269893363,1.03496507475865,2.26836525778834,2.24780985369149
"495",0.537613663495028,1.02434749624743,61.4521771739105,0.698634051987634,2.48278606320114,2.8130238337557
"959",0.447829185393961,0.942641330419156,34.2955113026287,0.606919386623019,2.59952905586651,3.23592242841929
"1290",0.755070523918321,5.08847764438226,54.3132933333179,0.540224161104325,2.40307922313934,3.38654551594699
"685",0.57386955995414,1.59801502421147,51.5753748316708,1.35574298518493,2.21017628869757,2.73442699458699
"1714",0.396581144063717,2.4881412918191,62.980278993,0.597705887887237,2.31513077506656,3.03392436200647
"2271",0.511195374101624,2.35286900532571,44.247543637266,0.900085610714173,2.24716719777363,3.48374688493067
"2703",0.643686422127868,1.19615637085574,74.2316208139539,0.802295280173793,2.29343272004269,3.0811356567565
"91",0.646716954923568,0.862120850667798,55.8536578495613,1.14880750521286,2.62416223147024,3.72088050121756
"748",0.498597867601908,2.6246694314365,68.9778210385598,0.694585565547374,2.48401203999359,3.10965091754999
"566",0.525821789661464,2.16302479521693,38.0014818057205,1.46543310331172,2.44032360660661,2.27611881312655
"450",0.596322914451979,1.54040177908504,57.5329325918791,0.919289837134666,2.19338588145187,3.01647644247642
"34",0.493276535725902,1.16693317971235,74.8200197666234,1.0157803803102,2.45844617299616,3.62091521813783
"1582",0.43244631570395,0.789671829253569,65.1968549838992,0.995636122042275,2.32785294587322,3.22556891307823
"2806",0.586171169010543,1.13474209802915,44.3983632298774,1.14065952312511,2.46970781640207,2.26795650692891
"1259",0.568851227416099,1.09890616408753,38.7202078089458,0.933667879560032,2.39973325066703,3.10908166699148
"1276",0.526236418465361,2.02728750408037,59.5539047065715,0.986931960101589,2.37131725529793,2.04583370664432
"703",0.635221968194591,0.531914447174024,52.183076702819,1.0131583980737,2.52396923023213,4.07923373196249
"537",0.368642252751955,2.48645690258643,46.7920977490122,1.20967320486731,2.37656552063685,2.87918005630376
"913",0.362394802106016,0.960638437506102,29.4462310452284,0.835941788893859,2.39755600323501,4.18334062674993
"2710",0.570881239967548,1.04186176702039,78.5813404825359,0.65645290479325,2.39005685525784,3.45706943676507
"29",0.538976064659961,0.966111290653198,55.5260057533464,1.08598764647304,2.41202204817061,2.68891474976405
"2375",0.454742620832422,1.41323920971213,36.7867291507337,1.09973819140384,2.23905527839346,3.56588358836568
"1094",0.488253139890223,1.10015329250717,27.5377511516128,0.914019803296033,2.58488445243471,1.89129437709817
"745",0.527916332380559,1.89125352152818,63.6498903527808,0.866175604062047,2.54722777395027,2.56087428562482
"852",0.640637953965214,2.60357476712747,35.0229178363038,0.933966576702952,2.44842780419803,3.80549111891298
"1046",0.656663990982006,0.634082085000015,50.433013406297,1.41907285041191,2.26873005165494,2.60301922529856
"830",0.465688792104146,1.76153275700048,84.1276463688359,1.46081926703257,2.48068563629768,3.7384217594336
"2613",0.571956882948748,1.86177758453209,43.4067497739156,0.912851126305216,2.41178592815209,3.16675090661774
"1191",0.513564081353726,1.52546963301819,49.9107883648058,0.794941477268358,2.24755448226703,2.68577914923626
"661",0.712762765843039,1.95054492393028,46.8914945658752,1.07171848992996,2.23732791007484,3.22393734452307
"1646",0.503209818081129,4.38350311932356,39.0439854084834,0.303075486240844,2.39194350936006,3.02596473990589
"2170",0.555813551065844,2.57956525581557,68.4961755122162,0.708231310975242,2.23268084974714,4.06879579161935
"1630",0.54246441284895,2.84121561494376,65.6629547493483,1.37862215415566,2.34891658494222,2.89377656879141
"2429",0.434879671672318,2.40206214504618,61.2897915663287,1.19624029360622,2.46158933810482,3.28847045523112
"2508",0.568984557900381,1.59715288012731,96.273491940711,0.614142562931294,2.4523722385639,2.45851550276672
"2453",0.557628897988056,1.4000011465163,47.7857315869784,1.04828926559491,2.40763893538183,3.57165396512714
"1678",0.701019954048516,1.36308119390485,66.0660561150842,1.11601634986959,2.32748331914769,2.63637807826571
"2391",0.603996767048295,0.759158760086704,71.2536663944924,0.787006479594981,2.37924354353932,3.51668635546891
"370",0.53027721853436,0.705044333077493,68.2501446286365,0.752375853074448,2.2757829882424,2.0466420375173
"1543",0.45085526744197,1.12353255341781,61.8236036416551,1.15560704291541,2.22927965344307,2.42339860513648
"2079",0.404342385907361,0.951028506033205,58.7916634029453,1.17530197577121,2.50228035648579,2.40396107983916
"1734",0.560857853010571,1.01045258706322,34.6563618941417,0.568413274584438,2.50556593792232,3.28897113599727
"1321",0.410923306485841,1.2070893145373,50.6239053272389,0.887936194932766,2.39359346261387,2.78215976944786
"2736",0.512213821002357,3.50947866022248,81.744410017808,1.20112986997103,2.4937841837276,3.24841682681479
"352",0.581353857890878,2.6038427283861,60.7479552374426,0.935537621400626,2.45404961636826,2.80040825506549
"252",0.502145691670693,1.41667910278683,73.1980300682392,0.686677964802249,2.55324467526096,2.30830291898666
"18",0.580495512329797,3.38629818818209,47.351983555173,1.29220030272518,2.28104413524025,4.32729787971548
"2462",0.483563617197436,3.7989000637408,83.6324925835393,1.08605696904536,2.53105298622333,2.09378169091402
"189",0.533157318755324,2.8053724231561,47.0697157592915,1.17056188130459,2.20319710125166,2.67915266941367
"1249",0.552960188662863,1.35493278963278,48.8808321325449,0.626634188666457,2.29061421035702,3.34610777656981
"164",0.564801230366131,1.45213455915795,78.016266128793,1.2359989356851,2.37086461936159,2.35981398224616
"1886",0.474438037053032,1.31805047615384,65.2536591159126,1.19607810636504,2.4476740594664,2.98787799315212
"1391",0.528312196061319,0.936608772661391,70.8667416221083,1.01104581270116,2.28362803445838,2.14210622836123
"1382",0.690391822138319,1.36732219482785,48.9235097136068,1.40696285528828,2.56204346132591,2.32131296683727
"550",0.635982593833365,3.05667232636356,70.6734622097689,1.22073569943482,2.27141105704983,3.14932985153593
"2628",0.496572357417203,2.13184352494301,57.9170343350799,1.2347897951842,2.36267577498241,2.83790357234522
"1604",0.415486810447541,1.58157061242233,42.9725609674355,0.670425623658877,2.50254495270114,2.39972408013944
"2092",0.549399822890072,1.15374021751461,71.5837675980834,1.07404458565062,2.31555031615393,3.15403700395032
"895",0.601222821241873,1.15827744348257,45.4311346611138,0.884955922892759,2.26710359242177,2.87778566227034
"1026",0.573053460043924,1.8787053809182,39.7243374682573,0.883878649374361,2.39081872979371,2.4396189566534
"1209",0.544809284840304,3.18732774966768,47.6856875218946,1.04254595524662,2.42570984655667,2.71225429496302
"773",0.479896203670875,1.33842175448085,60.887930048063,0.731653133243634,2.56025400955616,2.93430147204716
"108",0.559465433971952,0.746581022892513,55.1859512143152,1.11059795430487,2.24091432430148,2.82875979370113
"1164",0.632181962668272,1.02179820880202,44.9705248213686,1.06243733730478,2.48686996289445,3.30417881039759
"1118",0.560613847854867,1.86760095074238,53.0028776395079,1.00502003743623,2.38820708412176,2.36007384333269
"789",0.356628781611677,1.08739063745888,65.5663745450999,0.751442793877252,2.18672562553582,3.24577651853734
"1246",0.676337107530221,0.408020358760118,66.0340729985756,0.794041657676827,2.55952811297599,2.55668436802411
"1458",0.541655888707421,2.19657235651248,45.7547626676829,1.07468151429741,2.48283549181765,2.44274360356448
"1250",0.499297872218809,3.05709266738851,68.1749409987896,0.844393935551435,2.34272452817229,3.69293009841025
"338",0.554517906343969,3.8201282741732,55.0084362277195,1.0442909552646,2.28361274498511,2.64806096431185
"1986",0.549925191961258,0.707128775045728,31.5811820407458,0.96232504936529,2.51113364698621,3.48924484767558
"2439",0.618896455403163,1.33019267184605,84.178231294509,0.903008466411271,2.36847709634519,2.47029371348455
"2395",0.616723155891422,0.852974188728013,56.9116558106727,0.978518395026456,2.54714713259752,2.73969882180581
"2761",0.455474993571789,2.36129227400527,85.5160044177833,0.9540750193404,2.58083379833695,3.63015444498244
